"GpsTime","Y","X","Z","Roll","Pitch","Azimuth"
407136.978755,3289467.454915,274239.445739,550.845759,-0.878699,2.841316,-92.901576
407136.983756,3289467.448993,274239.112583,550.849029,-0.863783,2.842847,-92.900494
407136.988756,3289467.443061,274238.779428,550.852295,-0.848233,2.843935,-92.899844
407136.993756,3289467.437125,274238.446271,550.855554,-0.832661,2.845684,-92.898765
407136.998756,3289467.431190,274238.113117,550.858804,-0.817777,2.846549,-92.898330
407137.003756,3289467.425255,274237.779963,550.862054,-0.803516,2.848210,-92.897465
407137.008756,3289467.419317,274237.446799,550.865290,-0.789496,2.850170,-92.896826
407137.013756,3289467.413388,274237.113644,550.868519,-0.775902,2.852134,-92.895967
407137.018756,3289467.407461,274236.780492,550.871737,-0.762974,2.853439,-92.895318
407137.023756,3289467.401529,274236.447344,550.874951,-0.748506,2.855183,-92.894455
407137.028756,3289467.395592,274236.114195,550.878167,-0.733131,2.857373,-92.892941
407137.033756,3289467.389655,274235.781053,550.881382,-0.718236,2.858677,-92.892291
407137.038756,3289467.383707,274235.447905,550.884597,-0.702227,2.860861,-92.891214
407137.043756,3289467.377748,274235.114762,550.887812,-0.685179,2.862594,-92.891225
407137.048757,3289467.371791,274234.781620,550.891018,-0.668928,2.863253,-92.889690
407137.053757,3289467.365824,274234.448478,550.894213,-0.652732,2.863680,-92.889247
407137.058757,3289467.359855,274234.115336,550.897400,-0.636745,2.865857,-92.888605
407137.063757,3289467.353890,274233.782201,550.900570,-0.621861,2.866939,-92.888169
407137.068757,3289467.347922,274233.449067,550.903726,-0.607173,2.867808,-92.887293
407137.073757,3289467.341951,274233.115934,550.906878,-0.591862,2.869324,-92.887080
407137.078757,3289467.335988,274232.782806,550.910018,-0.577874,2.870839,-92.887085
407137.083757,3289467.330024,274232.449677,550.913143,-0.564061,2.872581,-92.886217
407137.088757,3289467.324052,274232.116549,550.916258,-0.548970,2.874753,-92.886009
407137.093757,3289467.318085,274231.783426,550.919352,-0.534741,2.875835,-92.885571
407137.098757,3289467.312115,274231.450304,550.922425,-0.520708,2.875828,-92.884685
407137.103757,3289467.306136,274231.117178,550.925477,-0.506042,2.876690,-92.884245
407137.108757,3289467.300156,274230.784055,550.928508,-0.491835,2.877112,-92.884238
407137.113758,3289467.294174,274230.450933,550.931518,-0.478261,2.877319,-92.883792
407137.118758,3289467.288181,274230.117808,550.934510,-0.463606,2.878617,-92.883574
407137.123758,3289467.282183,274229.784684,550.937481,-0.448503,2.880354,-92.883140
407137.128758,3289467.276185,274229.451565,550.940430,-0.434056,2.881434,-92.882700
407137.133758,3289467.270182,274229.118454,550.943359,-0.419193,2.882293,-92.882696
407137.138758,3289467.264176,274228.785348,550.946270,-0.404079,2.883157,-92.882036
407137.143758,3289467.258168,274228.452249,550.949163,-0.388986,2.882488,-92.881802
407137.148758,3289467.252157,274228.119147,550.952037,-0.373882,2.882694,-92.881355
407137.153758,3289467.246139,274227.786048,550.954893,-0.358167,2.882894,-92.881784
407137.158758,3289467.240121,274227.452948,550.957728,-0.342386,2.882666,-92.880897
407137.163758,3289467.234100,274227.119850,550.960546,-0.326419,2.882215,-92.880665
407137.168758,3289467.228082,274226.786750,550.963348,-0.311326,2.883075,-92.880441
407137.173758,3289467.222066,274226.453656,550.966133,-0.296682,2.883715,-92.880434
407137.178759,3289467.216048,274226.120565,550.968901,-0.281786,2.883922,-92.879768
407137.183759,3289467.210029,274225.787478,550.971650,-0.267119,2.883690,-92.879319
407137.188759,3289467.204012,274225.454393,550.974375,-0.253327,2.884114,-92.878873
407137.193759,3289467.197989,274225.121304,550.977075,-0.239535,2.885849,-92.878432
407137.198759,3289467.191960,274224.788223,550.979751,-0.225295,2.886492,-92.877768
407137.203759,3289467.185924,274224.455147,550.982405,-0.211043,2.886480,-92.876882
407137.208759,3289467.179874,274224.122072,550.985039,-0.195917,2.886249,-92.875996
407137.213759,3289467.173818,274223.788994,550.987655,-0.181010,2.886455,-92.875111
407137.218759,3289467.167758,274223.455918,550.990252,-0.167218,2.886223,-92.874662
407137.223759,3289467.161684,274223.122836,550.992839,-0.152956,2.887303,-92.873560
407137.228759,3289467.155602,274222.789757,550.995414,-0.138508,2.888601,-92.873116
407137.233759,3289467.149517,274222.456675,550.997971,-0.125109,2.889900,-92.871795
407137.238759,3289467.143423,274222.123599,551.000514,-0.111327,2.890541,-92.871567
407137.243760,3289467.137322,274221.790525,551.003041,-0.096191,2.891839,-92.870465
407137.248760,3289467.131223,274221.457457,551.005544,-0.081732,2.892262,-92.869799
407137.253760,3289467.125117,274221.124395,551.008030,-0.065721,2.892466,-92.868695
407137.258760,3289467.119006,274220.791338,551.010504,-0.048387,2.892889,-92.867372
407137.263760,3289467.112900,274220.458291,551.012962,-0.031698,2.891782,-92.865829
407137.268760,3289467.106791,274220.125242,551.015408,-0.014780,2.890893,-92.864067
407137.273760,3289467.100679,274219.792193,551.017847,0.002772,2.890660,-92.862744
407137.278760,3289467.094578,274219.459144,551.020275,0.018598,2.890644,-92.860982
407137.283760,3289467.088483,274219.126092,551.022695,0.033079,2.891284,-92.859878
407137.288760,3289467.082387,274218.793037,551.025101,0.046916,2.892798,-92.858553
407137.293760,3289467.076293,274218.459987,551.027493,0.060523,2.893656,-92.857448
407137.298760,3289467.070204,274218.126940,551.029876,0.073737,2.894294,-92.855467
407137.303760,3289467.064116,274217.793894,551.032256,0.086940,2.894932,-92.853705
407137.308761,3289467.058025,274217.460851,551.034637,0.100591,2.895787,-92.851723
407137.313761,3289467.051927,274217.127813,551.037016,0.114876,2.896206,-92.850180
407137.318761,3289467.045820,274216.794778,551.039392,0.129598,2.896188,-92.848638
407137.323761,3289467.039708,274216.461745,551.041761,0.144953,2.895951,-92.847534
407137.328761,3289467.033594,274216.128718,551.044115,0.160986,2.895058,-92.845994
407137.333761,3289467.027481,274215.795688,551.046456,0.176593,2.895037,-92.844233
407137.338761,3289467.021367,274215.462656,551.048782,0.192386,2.896330,-92.843124
407137.343761,3289467.015262,274215.129629,551.051089,0.207338,2.896964,-92.841360
407137.348761,3289467.009162,274214.796610,551.053384,0.221863,2.896504,-92.839382
407137.353761,3289467.003065,274214.463587,551.055665,0.235908,2.897796,-92.838272
407137.358761,3289466.996976,274214.130567,551.057932,0.249285,2.899307,-92.837380
407137.363761,3289466.990891,274213.797557,551.060183,0.262477,2.899066,-92.835839
407137.368761,3289466.984805,274213.464545,551.062419,0.276773,2.898606,-92.834080
407137.373762,3289466.978723,274213.131530,551.064639,0.290369,2.898149,-92.833196
407137.378762,3289466.972647,274212.798511,551.066848,0.302894,2.898127,-92.831873
407137.383762,3289466.966569,274212.465492,551.069046,0.315857,2.897667,-92.830551
407137.388762,3289466.960496,274212.132468,551.071234,0.328175,2.898299,-92.829005
407137.393762,3289466.954429,274211.799446,551.073404,0.339585,2.899153,-92.828115
407137.398762,3289466.948364,274211.466429,551.075555,0.351226,2.899787,-92.827006
407137.403762,3289466.942304,274211.133421,551.077685,0.363302,2.898890,-92.825907
407137.408761,3289466.936252,274210.800413,551.079792,0.374505,2.898868,-92.824802
407137.413761,3289466.930205,274210.467408,551.081879,0.385468,2.899504,-92.824131
407137.418761,3289466.924162,274210.134408,551.083949,0.396452,2.899481,-92.823026
407137.423761,3289466.918119,274209.801410,551.086004,0.408125,2.898579,-92.821272
407137.428761,3289466.912081,274209.468409,551.088045,0.418891,2.898556,-92.820167
407137.433761,3289466.906051,274209.135402,551.090069,0.428094,2.899193,-92.819714
407137.438761,3289466.900020,274208.802403,551.092079,0.437952,2.898738,-92.819269
407137.443762,3289466.893995,274208.469401,551.094078,0.448095,2.898053,-92.817513
407137.448762,3289466.887979,274208.136396,551.096064,0.456434,2.897814,-92.816848
407137.453762,3289466.881967,274207.803382,551.098036,0.464327,2.899981,-92.816382
407137.458762,3289466.875959,274207.470376,551.099990,0.473082,2.901057,-92.816144
407137.463762,3289466.869960,274207.137373,551.101926,0.481247,2.901466,-92.814598
407137.468762,3289466.863966,274206.804369,551.103850,0.488713,2.902756,-92.813920
407137.473762,3289466.857977,274206.471370,551.105766,0.495709,2.904489,-92.813895
407137.478762,3289466.851994,274206.138377,551.107673,0.503196,2.904246,-92.812792
407137.483762,3289466.846010,274205.805382,551.109575,0.511328,2.904004,-92.811908
407137.488762,3289466.840033,274205.472379,551.111469,0.518335,2.905080,-92.811669
407137.493762,3289466.834060,274205.139386,551.113354,0.524881,2.904848,-92.811880
407137.498762,3289466.828080,274204.806388,551.115237,0.533473,2.905039,-92.810554
407137.503762,3289466.822105,274204.473388,551.117115,0.541561,2.906116,-92.810534
407137.508763,3289466.816138,274204.140386,551.118988,0.548131,2.907629,-92.810290
407137.513763,3289466.810169,274203.807387,551.120856,0.555804,2.908484,-92.809833
407137.518763,3289466.804202,274203.474388,551.122717,0.564144,2.909555,-92.809156
407137.523763,3289466.798245,274203.141394,551.124572,0.571151,2.910630,-92.808916
407137.528763,3289466.792280,274202.808403,551.126430,0.579677,2.912582,-92.808885
407137.533763,3289466.786318,274202.475422,551.128290,0.589339,2.912776,-92.807997
407137.538763,3289466.780367,274202.142445,551.130145,0.597045,2.911875,-92.806902
407137.543763,3289466.774417,274201.809466,551.131999,0.604258,2.911860,-92.806891
407137.548763,3289466.768467,274201.476493,551.133848,0.612116,2.911410,-92.807105
407137.553763,3289466.762527,274201.143521,551.135684,0.618936,2.910729,-92.806226
407137.558763,3289466.756588,274200.810544,551.137509,0.625680,2.911596,-92.806862
407137.563763,3289466.750656,274200.477564,551.139325,0.632676,2.913547,-92.806830
407137.568763,3289466.744728,274200.144588,551.141129,0.639912,2.914183,-92.806375
407137.573764,3289466.738800,274199.811608,551.142922,0.648242,2.915692,-92.805910
407137.578764,3289466.732874,274199.478628,551.144706,0.656757,2.917646,-92.806096
407137.583764,3289466.726949,274199.145653,551.146479,0.665490,2.918945,-92.806289
407137.588764,3289466.721020,274198.812679,551.148245,0.676004,2.919799,-92.805831
407137.593764,3289466.715097,274198.479704,551.150004,0.685404,2.920658,-92.805810
407137.598764,3289466.709183,274198.146728,551.151756,0.692573,2.921090,-92.806670
407137.603764,3289466.703267,274197.813751,551.153503,0.701546,2.921509,-92.806435
407137.608764,3289466.697361,274197.480771,551.155244,0.710313,2.922581,-92.805974
407137.613764,3289466.691471,274197.147792,551.156976,0.716160,2.924328,-92.807036
407137.618764,3289466.685582,274196.814813,551.158699,0.722467,2.926288,-92.807657
407137.623764,3289466.679691,274196.481841,551.160414,0.731223,2.927144,-92.807417
407137.628764,3289466.673809,274196.148869,551.162121,0.739081,2.928224,-92.807611
407137.633764,3289466.667935,274195.815899,551.163824,0.745574,2.930629,-92.808882
407137.638765,3289466.662062,274195.482935,551.165524,0.753203,2.932368,-92.809287
407137.643765,3289466.656196,274195.149979,551.167217,0.761532,2.932129,-92.808842
407137.648765,3289466.650336,274194.817022,551.168908,0.768941,2.932338,-92.809266
407137.653765,3289466.644482,274194.484068,551.170596,0.775662,2.932993,-92.810341
407137.658765,3289466.638635,274194.151120,551.172281,0.782231,2.932756,-92.810115
407137.663765,3289466.632793,274193.818173,551.173968,0.788340,2.932307,-92.810329
407137.668765,3289466.626957,274193.485217,551.175663,0.793095,2.934055,-92.811389
407137.673765,3289466.621132,274193.152268,551.177358,0.796975,2.935585,-92.812451
407137.678765,3289466.615309,274192.819329,551.179050,0.801358,2.934911,-92.812231
407137.683765,3289466.609483,274192.486388,551.180740,0.807031,2.934898,-92.812439
407137.688765,3289466.603665,274192.153453,551.182426,0.811566,2.935335,-92.813517
407137.693765,3289466.597845,274191.820524,551.184111,0.817020,2.935323,-92.813725
407137.698765,3289466.592015,274191.487598,551.185795,0.825118,2.934431,-92.813509
407137.703766,3289466.586185,274191.154668,551.187484,0.832746,2.934640,-92.813933
407137.708766,3289466.580358,274190.821741,551.189171,0.838811,2.934641,-92.815017
407137.713766,3289466.574529,274190.488816,551.190857,0.846013,2.934629,-92.815225
407137.718766,3289466.568707,274190.155889,551.192540,0.852364,2.934392,-92.814999
407137.723766,3289466.562898,274189.822958,551.194215,0.856254,2.934827,-92.815857
407137.728766,3289466.557090,274189.490021,551.195878,0.860606,2.936785,-92.816255
407137.733766,3289466.551287,274189.157092,551.197525,0.865164,2.937872,-92.816885
407137.738766,3289466.545497,274188.824167,551.199157,0.868214,2.938297,-92.817087
407137.743766,3289466.539705,274188.491245,551.200784,0.871679,2.939166,-92.817719
407137.748766,3289466.533915,274188.158325,551.202409,0.875593,2.940905,-92.818120
407137.753766,3289466.528132,274187.825416,551.204029,0.879287,2.940897,-92.818547
407137.758766,3289466.522348,274187.492510,551.205648,0.883659,2.940663,-92.818540
407137.763766,3289466.516563,274187.159603,551.207261,0.888435,2.940439,-92.819190
407137.768767,3289466.510785,274186.826698,551.208859,0.892555,2.940216,-92.819839
407137.773767,3289466.505005,274186.493794,551.210443,0.897330,2.939774,-92.820492
407137.778767,3289466.499231,274186.160886,551.212020,0.902565,2.940199,-92.820694
407137.783767,3289466.493473,274185.827975,551.213591,0.906479,2.941283,-92.821104
407137.788767,3289466.487726,274185.495061,551.215161,0.909508,2.942808,-92.821725
407137.793767,3289466.481982,274185.162145,551.216735,0.913422,2.944985,-92.822118
407137.798767,3289466.476247,274184.829236,551.218319,0.917335,2.945851,-92.822531
407137.803767,3289466.470520,274184.496330,551.219910,0.920834,2.946928,-92.822503
407137.808767,3289466.464796,274184.163430,551.221507,0.924944,2.948020,-92.823350
407137.813767,3289466.459076,274183.830534,551.223108,0.928671,2.947563,-92.823128
407137.818767,3289466.453354,274183.497642,551.224716,0.933054,2.946234,-92.822920
407137.823767,3289466.447631,274183.164751,551.226325,0.937829,2.946010,-92.823570
407137.828767,3289466.441917,274182.831865,551.227931,0.941512,2.945569,-92.824223
407137.833768,3289466.436201,274182.498980,551.229546,0.945413,2.945564,-92.824869
407137.838768,3289466.430488,274182.166095,551.231171,0.949545,2.946212,-92.825286
407137.843768,3289466.424781,274181.833214,551.232805,0.953240,2.946859,-92.825702
407137.848768,3289466.419078,274181.500336,551.234444,0.956715,2.947070,-92.826126
407137.853768,3289466.413375,274181.167464,551.236093,0.961076,2.947277,-92.826330
407137.858768,3289466.407678,274180.834599,551.237750,0.965415,2.947491,-92.826973
407137.863768,3289466.401987,274180.501740,551.239408,0.969775,2.946387,-92.827200
407137.868768,3289466.396295,274180.168874,551.241068,0.974792,2.945938,-92.827416
407137.873768,3289466.390604,274179.836007,551.242729,0.979993,2.945938,-92.828280
407137.878768,3289466.384919,274179.503134,551.244385,0.984551,2.947026,-92.828908
407137.883768,3289466.379234,274179.170263,551.246033,0.989512,2.947689,-92.830199
407137.888768,3289466.373557,274178.837391,551.247680,0.994748,2.948552,-92.830392
407137.893768,3289466.367891,274178.504522,551.249319,0.998628,2.949430,-92.831461
407137.898768,3289466.362237,274178.171654,551.250949,1.001207,2.950304,-92.832310
407137.903769,3289466.356590,274177.838791,551.252573,1.004005,2.950304,-92.833175
407137.908769,3289466.350952,274177.505930,551.254191,1.006595,2.950737,-92.833814
407137.913769,3289466.345324,274177.173072,551.255802,1.008519,2.951830,-92.834659
407137.918769,3289466.339697,274176.840218,551.257409,1.011984,2.952482,-92.835294
407137.923769,3289466.334069,274176.507365,551.259015,1.016793,2.952466,-92.835283
407137.928769,3289466.328445,274176.174514,551.260621,1.021798,2.952240,-92.835714
407137.933769,3289466.322825,274175.841661,551.262224,1.026563,2.952459,-92.836575
407137.938769,3289466.317210,274175.508812,551.263820,1.030879,2.952245,-92.837663
407137.943769,3289466.311596,274175.175965,551.265416,1.035665,2.951800,-92.838098
407137.948769,3289466.305987,274174.843119,551.267007,1.040430,2.952019,-92.838959
407137.953769,3289466.300385,274174.510274,551.268589,1.044550,2.952453,-92.839597
407137.958769,3289466.294783,274174.177436,551.270164,1.049303,2.952239,-92.840685
407137.963769,3289466.289183,274173.844600,551.271739,1.054964,2.952450,-92.841108
407137.968770,3289466.283589,274173.511772,551.273307,1.060373,2.952455,-92.842192
407137.973770,3289466.278000,274173.178948,551.274872,1.066034,2.952229,-92.842623
407137.978770,3289466.272412,274172.846129,551.276436,1.072327,2.950919,-92.843512
407137.983770,3289466.266832,274172.513314,551.278001,1.077756,2.949168,-92.844191
407137.988770,3289466.261259,274172.180495,551.279561,1.082301,2.948077,-92.845077
407137.993770,3289466.255690,274171.847675,551.281116,1.086617,2.947645,-92.846169
407137.998769,3289466.250123,274171.514852,551.282669,1.091151,2.948088,-92.847244
407138.003769,3289466.244556,274171.182029,551.284223,1.095239,2.948796,-92.848752
407138.008769,3289466.238989,274170.849201,551.285762,1.099578,2.949230,-92.849390
407138.013769,3289466.233434,274170.516389,551.287291,1.104090,2.949026,-92.850916
407138.018769,3289466.227886,274170.183578,551.288811,1.108625,2.949468,-92.851991
407138.023769,3289466.222346,274169.850775,551.290321,1.112722,2.949256,-92.853079
407138.028769,3289466.216808,274169.517978,551.291817,1.117485,2.948165,-92.853965
407138.033770,3289466.211269,274169.185180,551.293298,1.123134,2.947288,-92.854628
407138.038770,3289466.205735,274168.852383,551.294764,1.128531,2.946425,-92.855948
407138.043770,3289466.200204,274168.519578,551.296214,1.134170,2.946645,-92.856808
407138.048770,3289466.194676,274168.186775,551.297649,1.139775,2.946660,-92.858329
407138.053770,3289466.189154,274167.853969,551.299070,1.145403,2.947759,-92.859391
407138.058770,3289466.183641,274167.521171,551.300476,1.150790,2.948212,-92.860904
407138.063770,3289466.178138,274167.188375,551.301870,1.155358,2.948424,-92.861327
407138.068770,3289466.172641,274166.855589,551.303253,1.159628,2.947574,-92.863303
407138.073770,3289466.167149,274166.522807,551.304631,1.164863,2.946471,-92.863534
407138.078770,3289466.161660,274166.190029,551.306002,1.170282,2.945818,-92.864412
407138.083770,3289466.156174,274165.857251,551.307369,1.175461,2.945829,-92.865714
407138.088770,3289466.150689,274165.524473,551.308734,1.180859,2.946059,-92.867012
407138.093770,3289466.145210,274165.191696,551.310092,1.186049,2.946067,-92.868096
407138.098771,3289466.139742,274164.858920,551.311438,1.189031,2.946083,-92.869617
407138.103771,3289466.134281,274164.526145,551.312778,1.190691,2.946104,-92.871357
407138.108771,3289466.128823,274164.193372,551.314116,1.193029,2.946116,-92.872660
407138.113771,3289466.123376,274163.860604,551.315449,1.194710,2.945691,-92.873971
407138.118771,3289466.117936,274163.527824,551.316783,1.195979,2.947005,-92.874809
407138.123771,3289466.112502,274163.195050,551.318118,1.196710,2.948360,-92.877615
407138.128771,3289466.107076,274162.862276,551.319458,1.197760,2.949893,-92.878448
407138.133771,3289466.101653,274162.529508,551.320801,1.198765,2.951006,-92.880165
407138.138771,3289466.096236,274162.196733,551.322151,1.199795,2.953859,-92.881408
407138.143771,3289466.090825,274161.863962,551.323506,1.200133,2.955852,-92.883326
407138.148771,3289466.085411,274161.531197,551.324869,1.202023,2.956743,-92.884829
407138.153771,3289466.079997,274161.198428,551.326237,1.205063,2.957611,-92.885238
407138.158771,3289466.074591,274160.865660,551.327609,1.207149,2.958729,-92.887173
407138.163772,3289466.069188,274160.532888,551.328996,1.209259,2.961150,-92.888644
407138.168772,3289466.063786,274160.200123,551.330400,1.212002,2.963143,-92.890561
407138.173772,3289466.058398,274159.867362,551.331821,1.213512,2.964666,-92.890956
407138.178772,3289466.053018,274159.534606,551.333257,1.213849,2.965567,-92.892896
407138.183772,3289466.047646,274159.201851,551.334711,1.213774,2.967988,-92.894367
407138.188772,3289466.042285,274158.869104,551.336175,1.212396,2.968655,-92.895655
407138.193772,3289466.036922,274158.536356,551.337649,1.211479,2.969751,-92.896497
407138.198772,3289466.031554,274158.203607,551.339136,1.211588,2.971749,-92.898633
407138.203772,3289466.026191,274157.870864,551.340632,1.210866,2.972635,-92.899917
407138.208772,3289466.020828,274157.538122,551.342141,1.210373,2.972862,-92.900996
407138.213772,3289466.015464,274157.205381,551.343670,1.209617,2.973543,-92.902941
407138.218772,3289466.010104,274156.872639,551.345224,1.208010,2.974653,-92.904439
407138.223772,3289466.004743,274156.539903,551.346798,1.206391,2.975111,-92.906170
407138.228773,3289465.999376,274156.207165,551.348396,1.206578,2.976421,-92.906788
407138.233773,3289465.994013,274155.874430,551.350012,1.205811,2.977326,-92.908948
407138.238773,3289465.988651,274155.541696,551.351642,1.205078,2.978872,-92.910437
407138.243773,3289465.983287,274155.208968,551.353284,1.205427,2.980205,-92.912149
407138.248773,3289465.977927,274154.876241,551.354936,1.206039,2.981082,-92.912996
407138.253773,3289465.972567,274154.543514,551.356590,1.206388,2.981977,-92.914717
407138.258773,3289465.967203,274154.210788,551.358250,1.208059,2.983087,-92.916215
407138.263773,3289465.961845,274153.878069,551.359913,1.209762,2.982872,-92.917085
407138.268773,3289465.956493,274153.545351,551.361577,1.210580,2.982442,-92.918178
407138.273773,3289465.951141,274153.212623,551.363250,1.211849,2.983975,-92.919010
407138.278773,3289465.945795,274152.879899,551.364932,1.212635,2.985745,-92.920713
407138.283773,3289465.940451,274152.547170,551.366619,1.213479,2.987929,-92.921313
407138.288773,3289465.935106,274152.214442,551.368309,1.214483,2.989917,-92.923011
407138.293774,3289465.929764,274151.881715,551.370001,1.215316,2.992761,-92.923816
407138.298774,3289465.924424,274151.549000,551.371696,1.215688,2.994084,-92.925091
407138.303774,3289465.919076,274151.216287,551.373397,1.217438,2.994506,-92.925071
407138.308774,3289465.913724,274150.883575,551.375108,1.219360,2.994728,-92.925931
407138.313774,3289465.908376,274150.550867,551.376824,1.219971,2.994731,-92.926796
407138.318774,3289465.903020,274150.218158,551.378550,1.221250,2.995167,-92.927433
407138.323774,3289465.897659,274149.885447,551.380288,1.222747,2.995603,-92.928069
407138.328774,3289465.892296,274149.552729,551.382043,1.223602,2.997345,-92.928459
407138.333774,3289465.886929,274149.220016,551.383809,1.223962,2.999329,-92.929938
407138.338774,3289465.881560,274148.887306,551.385586,1.224828,3.001066,-92.930109
407138.343774,3289465.876188,274148.554609,551.387373,1.225427,3.000856,-92.931198
407138.348774,3289465.870815,274148.221912,551.389175,1.226521,3.001059,-92.931183
407138.353774,3289465.865440,274147.889221,551.390992,1.227374,3.001271,-92.931605
407138.358774,3289465.860063,274147.556529,551.392824,1.228699,3.002126,-92.931357
407138.363775,3289465.854678,274147.223840,551.394678,1.231116,3.002324,-92.931123
407138.368775,3289465.849287,274146.891152,551.396553,1.234407,3.002960,-92.930880
407138.373775,3289465.843899,274146.558463,551.398439,1.236825,3.003595,-92.930636
407138.378775,3289465.838512,274146.225780,551.400332,1.239000,3.003803,-92.930840
407138.383775,3289465.833120,274145.893096,551.402243,1.242326,3.004424,-92.929940
407138.388775,3289465.827731,274145.560418,551.404164,1.244962,3.004404,-92.929711
407138.393775,3289465.822344,274145.227738,551.406092,1.247218,3.004579,-92.928383
407138.398775,3289465.816949,274144.895058,551.408024,1.250739,3.005210,-92.927921
407138.403775,3289465.811548,274144.562380,551.409959,1.255159,3.006268,-92.927011
407138.408774,3289465.806148,274144.229705,551.411897,1.258727,3.007316,-92.925664
407138.413774,3289465.800740,274143.897029,551.413837,1.262284,3.008588,-92.924530
407138.418774,3289465.795322,274143.564353,551.415780,1.266761,3.009622,-92.922527
407138.423774,3289465.789901,274143.231681,551.417726,1.270317,3.010238,-92.921407
407138.428775,3289465.784475,274142.899013,551.419676,1.273240,3.010189,-92.919865
407138.433775,3289465.779038,274142.566346,551.421632,1.276818,3.010139,-92.918323
407138.438775,3289465.773596,274142.233680,551.423594,1.280581,3.010542,-92.917428
407138.443775,3289465.768152,274141.901017,551.425560,1.284160,3.010929,-92.915876
407138.448775,3289465.762699,274141.568356,551.427528,1.288418,3.011307,-92.913886
407138.453775,3289465.757241,274141.235699,551.429500,1.292894,3.011247,-92.911907
407138.458775,3289465.751782,274140.903044,551.431475,1.297819,3.011838,-92.909693
407138.463775,3289465.746319,274140.570393,551.433452,1.302951,3.012433,-92.907699
407138.468775,3289465.740853,274140.237747,551.435430,1.308750,3.012587,-92.905495
407138.473775,3289465.735382,274139.905107,551.437409,1.315226,3.011419,-92.902884
407138.478775,3289465.729909,274139.572469,551.439393,1.321702,3.010251,-92.900273
407138.483775,3289465.724433,274139.239828,551.441382,1.328408,3.009296,-92.897438
407138.488775,3289465.718956,274138.907187,551.443378,1.334447,3.008564,-92.894818
407138.493776,3289465.713478,274138.574547,551.445379,1.340269,3.008487,-92.892182
407138.498776,3289465.708001,274138.241911,551.447383,1.346101,3.008187,-92.889332
407138.503776,3289465.702524,274137.909275,551.449389,1.351750,3.008090,-92.885820
407138.508776,3289465.697046,274137.576643,551.451395,1.357146,3.008007,-92.882966
407138.513776,3289465.691565,274137.244018,551.453401,1.362783,3.007914,-92.879673
407138.518776,3289465.686076,274136.911401,551.455404,1.369328,3.006931,-92.875745
407138.523776,3289465.680582,274136.578785,551.457403,1.376081,3.006608,-92.872020
407138.528776,3289465.675086,274136.246174,551.459395,1.382165,3.005635,-92.868530
407138.533776,3289465.669583,274135.913565,551.461383,1.388491,3.004213,-92.864613
407138.538776,3289465.664072,274135.580954,551.463368,1.395035,3.002573,-92.860701
407138.543776,3289465.658559,274135.248336,551.465351,1.400475,3.002030,-92.856982
407138.548776,3289465.653043,274134.915712,551.467332,1.405458,3.003027,-92.853663
407138.553776,3289465.647523,274134.583091,551.469308,1.410256,3.003789,-92.849692
407138.558777,3289465.641998,274134.250473,551.471280,1.415766,3.003431,-92.844655
407138.563777,3289465.636467,274133.917859,551.473246,1.421230,3.003094,-92.840493
407138.568777,3289465.630934,274133.585249,551.475207,1.426706,3.003189,-92.836101
407138.573777,3289465.625399,274133.252650,551.477160,1.432629,3.002185,-92.831518
407138.578777,3289465.619856,274132.920053,551.479107,1.440128,3.001159,-92.826059
407138.583777,3289465.614310,274132.587461,551.481048,1.447604,3.000361,-92.821033
407138.588777,3289465.608763,274132.254871,551.482981,1.454884,2.999334,-92.815575
407138.593777,3289465.603209,274131.922283,551.484909,1.462601,2.998306,-92.810117
407138.598777,3289465.597654,274131.589699,551.486828,1.469651,2.997282,-92.804878
407138.603777,3289465.592101,274131.257116,551.488734,1.475597,2.996264,-92.799858
407138.608777,3289465.586544,274130.924532,551.490631,1.481565,2.995452,-92.794395
407138.613777,3289465.580989,274130.591946,551.492517,1.487108,2.994634,-92.788713
407138.618777,3289465.575438,274130.259360,551.494384,1.491121,2.993815,-92.783031
407138.623778,3289465.569886,274129.926770,551.496237,1.495157,2.993641,-92.776894
407138.628778,3289465.564333,274129.594180,551.498081,1.499401,2.993908,-92.770965
407138.633778,3289465.558783,274129.261592,551.499914,1.503001,2.994169,-92.764817
407138.638778,3289465.553234,274128.929011,551.501739,1.505932,2.992688,-92.758934
407138.643778,3289465.547675,274128.596423,551.503560,1.510417,2.992506,-92.752578
407138.648778,3289465.542114,274128.263836,551.505372,1.514442,2.992335,-92.746661
407138.653778,3289465.536552,274127.931248,551.507174,1.517834,2.992371,-92.740300
407138.658778,3289465.530985,274127.598663,551.508962,1.522113,2.992837,-92.733708
407138.663778,3289465.525423,274127.266085,551.510732,1.525517,2.993084,-92.727123
407138.668778,3289465.519860,274126.933507,551.512488,1.528736,2.992658,-92.719898
407138.673778,3289465.514292,274126.600932,551.514234,1.532566,2.992911,-92.713531
407138.678778,3289465.508730,274126.268362,551.515975,1.535751,2.993157,-92.706945
407138.683778,3289465.503170,274125.935797,551.517714,1.538315,2.992729,-92.699721
407138.688779,3289465.497603,274125.603230,551.519456,1.542409,2.993394,-92.692467
407138.693779,3289465.492039,274125.270672,551.521195,1.546066,2.993185,-92.685237
407138.698779,3289465.486478,274124.938116,551.522926,1.548662,2.991864,-92.677380
407138.703779,3289465.480905,274124.605556,551.524650,1.552582,2.991193,-92.669286
407138.708779,3289465.475334,274124.272993,551.526359,1.556020,2.991638,-92.662038
